,Company Name,tick,Optionable,Q1 Consensus Est. ,Q2 Consensus Est. (next fiscal Qtr),# of Analysts in Q2 Consensus,F1 Consensus Est.,F(1) Consensus Sales Est. ($mil),Q(1) Consensus Sales Est. ($mil),Sales Growth F(0)/F(-1),Annual Sales ($mil),EBIT ($mil),Cost of Goods Sold ($mil),Net Income  ($mil),Cash Flow ($mil),Current Assets  ($mil),Industry,Sector,Market Cap (mil),Last Close,52 Week High,sales_growth_f1,fcf_margin
2658,MultiPlan,MPLN,YES,,,,,,,-3.39,1079.72,-257.34202,204.098,-572.91199,365.901,446.73699,Medical Services,Medical,651.96,1.02,6.13,,0.3388850813173786
2660,Medical Properties Trust,MPW,YES,0.4,0.42,7.0,1.6,1448.41699,368.747,-0.12,1542.85,959.71899,45.69699,902.59698,1265.21899,1189.86901,REIT and Equity Trust - Other,Finance,4971.87,8.31,20.33,-0.06316012640893158,0.8200531419126942
2663,Marqeta,MQ,YES,-0.11,-0.09,5.0,-0.37,914.75701,223.164,44.67,748.21,-184.88201,428.20498,-184.78,-180.65,1746.76904,Financial Transaction Services,Business Services,2305.11,4.28,11.62,0.2009747799308883,-0.241442910412852
2664,Marpai,MRAI,YES,,,,,,,71.1,24.34,-26.723,17.13599,-26.46801,-22.331,26.538,Technology Services,Business Services,17.51,0.8101,1.87,,-0.9174609695973706
2665,EVERSPIN TECH,MRAM,YES,,,,,,,8.77,59.99,6.41699,26.04,6.129,7.111,44.747,Technology Services,Business Services,129.42,6.31,9.4,,0.11853642273712285
2666,MRC Global,MRC,YES,0.43,0.5,1.0,1.53,3740.17504,942.25,26.14,3363.0,134.0,2753.0,75.0,165.0,1142.0,Steel - Pipe and Tube,Industrial Products,785.51,9.39,13.81,0.10629897971215943,0.04906333630686887
2667,Monroe Capital,MRCC,YES,0.27,0.27,3.0,1.05,64.79299,16.34,5.08,56.57,14.29399,0.0,-2.78601,22.19199,23.41399,Financial - Investment Management,Finance,165.75,7.65,10.83,0.13571860913904765,0.3922925578928761
2670,Marin Software,MRIN,YES,,,,,,,-18.02,20.02,-17.92201,12.795,-18.227,-14.632,34.49399,Advertising and Marketing,Business Services,13.57,0.787,2.42,,-0.7308691308691309
2672,MARKER THERAPEUTICS,MRKR,YES,,,,-3.4,,,625.76,9.01,-29.931,0.0,-29.931,-26.251,16.61899,Medical - Drugs,Medical,8.53,0.97,5.62,,-2.9135405105438403
2674,Marinus Pharmaceuticals,MRNS,YES,-0.79,-0.82,4.0,-2.95,26.54,6.2375,66.03,25.48,-5.75501,0.34,-19.816,-18.78701,252.378,Medical - Drugs,Medical,402.29,8.1,8.21,0.04075919820009874,-0.7373237833594976
2694,Metalla Royalty & Streaming,MTA,YES,,,,-0.14,,,-18.75,2.41,-9.599,1.80799,-10.92801,-9.12041,9.56599,Mining - Miscellaneous,Basic Materials,263.12,5.08,6.72,,-3.784402489626556
2700,Molecular Templates,MTEM,YES,-0.28,-0.28,2.0,-1.06,5.25,2.5,-48.95,19.75,-87.88301,0.0,-92.71801,-83.93001,68.29799,Medical - Drugs,Medical,24.23,0.43,2.07,-1.3249254147435987,-4.249620759493671
2703,Materialise,MTLS,YES,,,,,,,4.35,242.81,3.41599,108.79,-2.238,21.364,228.014,Internet - Software,Computer and Technology,490.82,8.31,18.61,,0.08798649149540794
2706,Matrix Service,MTRX,YES,,,,-0.81,,,5.11,707.78,-55.33201,708.98602,-63.90001,-18.32501,287.41198,Oil and Gas - Mechanical and and Equipment,Oils-Energy,135.46,5.01,9.28,,-0.025890827658311903
2708,Matterport,MTTR,YES,-0.09,-0.08,3.0,-0.34,161.367,37.95,22.44,136.13,-110.09601,84.27899,-111.339,-100.446,517.932,Technology Services,Business Services,768.4,2.64,6.17,0.17007096243993097,-0.737868214207008
2715,Mitsubishi UFJ Financial Group,MUFG,YES,,,,0.78,,,-4.78,54124.0,16259.86718,1841.03601,10064.49023,13732.16992,2377943.0,Banks - Foreign,Finance,79468.69,6.45,7.7,,0.25371683393688566
2716,Net Element,MULN,YES,,,,,,,,65.71,0.0,0.0,0.0,22.878,23.47299,Automotive - Domestic,Auto-Tires-Trucks,390.21,0.1029,1.6,,0.34816618475117944
2719,McEwen Mining,MUX,YES,-0.24,-0.24,1.0,-0.93,152.8,40.0,-19.11,110.42,-72.49901,110.96099,-81.075,-61.544,81.652,Mining - Miscellaneous,Basic Materials,399.82,8.43,9.76,0.3248385998765217,-0.5573627965948197
2721,Microvision,MVIS,YES,,,,,,,-73.44,0.66,-53.091,0.1,-53.091,-50.84501,91.008,Lasers Systems and Components,Computer and Technology,346.79,1.97,5.76,,-77.03789393939394
2723,Microvast,MVST,YES,-0.08,-0.07,1.0,-0.27,347.57901,64.299,34.56,204.49,-154.844,195.42199,-158.2,-56.90801,545.06701,Technology Services,Business Services,321.79,1.04,5.31,0.5304729315356606,-0.27829238593574257
2725,Magnachip Semiconductor,MX,YES,-0.22,0.06,1.0,-0.13,358.0,71.0,-28.8,337.66,-1.72201,236.39399,-8.03601,23.752,337.85299,Semiconductor - Analog and Mixed,Computer and Technology,386.88,9.1,20.12,0.058493514351652676,0.07034294852810519
2730,MyMD Pharmaceuticals,MYMD,YES,,,,,,,,,-15.197,0.0,-15.197,-15.197,5.40199,Medical - Drugs,Medical,67.1,1.7,5.8,,
2731,PLAYSTUDIOS,MYPS,YES,-0.03,-0.01,3.0,-0.06,309.89898,74.915,1.01,290.31,-23.61801,85.4,-17.78301,17.92399,175.979,Gaming,Consumer Discretionary,554.56,4.19,6.48,0.06529705584300764,0.06174086321518377
2733,MYT Netherlands Parent,MYTE,YES,0.12,0.04,1.0,0.36,818.89501,218.11,5.45,777.64,5.44999,377.406,-8.90401,60.41699,466.51901,Internet - Commerce,Retail-Wholesale,449.87,5.3,15.61,0.051692190565023,0.07769274985854636
2734,NaaS Technology Inc. Sponsored ADR,NAAS,YES,,,,,,,,13.46,39.088,0.0,-817.34198,-51.34001,4.81099,Electronics - Power Generation,Computer and Technology,111.39,9.4,17.05,,-3.8142652303120355
2736,Northern Dynasty Minerals,NAK,YES,,,,-0.04,,,,,-18.66601,0.0,-18.80101,-18.602,12.949,Mining - Gold,Basic Materials,119.2,0.225,0.37,,
2739,Nordic American Tankers Limited,NAT,YES,0.06,0.04,1.0,0.58,273.54998,64.69999,150.13,168.82,42.15599,63.43,15.10099,15.10099,143.514,Transportation - Shipping,Transportation,692.58,3.58,4.54,0.4826512888414819,0.08945024286222011
2743,Navidea Biopharmaceuticals,NAVB,YES,,,,,,,-87.59,0.07,-14.07901,0.18494,-15.17701,-14.898,3.20399,Medical - Instruments,Medical,8.39,0.2555,1.1,,-212.8285714285714
2752,National CineMedia,NCMI,YES,-0.06,-0.01,2.0,-0.21,284.35,59.84999,117.45,249.2,13.5,117.9,-28.70001,40.4,164.39999,Advertising and Marketing,Business Services,61.62,0.354,2.41,0.1319500868395107,0.1621187800963082
2755,The9 Limited,NCTY,YES,,,,,,,22110.42,21.32,-46.43701,13.81499,-64.532,26.37299,164.848,Internet - Content,Computer and Technology,21.86,0.8778,2.69,,1.2370070356472795
2757,Noodles & Company,NDLS,YES,0.12,0.08,2.0,0.17,550.04498,143.865,7.22,509.48,-0.83201,137.85899,-3.314,23.50499,21.63599,Retail - Restaurants,Retail-Wholesale,225.68,4.87,6.6,0.07660945897918901,0.0461352555546832
2762,Newegg Commerce,NEGG,YES,,,,,,,561.84,2.38,31.079,2050.24902,36.262,47.09999,438.96099,Internet - Commerce,Retail-Wholesale,405.29,1.08,6.78,,19.78991176470588
2766,Neonode,NEON,YES,,,,,,,-2.84,5.67,-5.165,0.804,-4.883,0.51899,20.798,Computer - Software,Computer and Technology,104.14,6.78,12.9,,0.0915326278659612
2768,National Energy Services Reunited,NESR,YES,,,,,,,,834.15,76.67099,678.71997,50.087,178.781,515.21697,Oil and Gas - Mechanical and and Equipment,Oils-Energy,389.76,4.29,8.72,,0.2143271593838039
2770,Eneti,NETI,YES,0.03,0.26,3.0,-0.55,131.697,39.64699,43.16,199.33,108.568,79.35299,105.702,82.496,174.17199,Transportation - Shipping,Transportation,379.08,9.86,10.8,-0.41445791328816545,0.4138664526162644
2772,New Pacific Metals,NEWP,YES,-0.01,,,-0.04,,,,,-6.47201,0.0,-6.42101,-6.24701,33.18799,Mining - Miscellaneous,Basic Materials,405.59,2.58,3.51,,
2775,NexTier Oilfield Solutions,NEX,YES,0.7,0.75,2.0,2.81,3911.59692,971.88098,127.96,3244.82,347.91101,2490.09497,314.96899,626.07702,726.01501,Oil and Gas - Field Services,Oils-Energy,1883.46,8.06,12.35,0.18688583139033466,0.19294661028963084
2776,Nexa Resources,NEXA,YES,0.5,0.45,1.0,1.34,2667.68896,642.78002,15.71,3033.99,396.07101,2395.17993,49.101,441.93701,1220.14599,Mining - Miscellaneous,Basic Materials,,6.4,9.84,-0.12866604539394672,0.14566198636119435
2777,NextDecade,NEXT,YES,-0.12,-0.13,2.0,-0.45,,,,,-60.071,1.11899,-60.071,-58.799,63.93799,Oil and Gas - Production Pipeline - MLB,Oils-Energy,926.03,6.15,8.66,,
2781,New Found Gold Corp.,NFGC,YES,,,,,,,,,-69.20801,0.0,-69.22001,-68.542,72.56099,Mining - Gold,Basic Materials,825.31,4.7,7.15,,
2783,Novagold Resources,NG,YES,,,,-0.1,,,,,-45.41401,0.0,-53.343,-53.343,152.53799,Mining - Gold,Basic Materials,1856.94,5.56,7.58,,
2784,New Gold,NGD,YES,-0.01,0.0,1.0,0.07,731.5,,-18.93,604.4,-37.6,382.70001,-66.80001,169.8,377.5,Mining - Gold,Basic Materials,880.81,1.29,1.7,0.19086099006159457,0.2809397749834547
2786,NGL Energy Partners,NGL,YES,-0.05,-0.04,1.0,0.32,9059.14257,2272.77807,52.05,7947.92,88.51,7139.31201,-184.756,181.81799,1546.33898,Oil and Gas - Refining and Marketing - Master Limited Partnerships,Oils-Energy,390.03,2.97,3.88,0.13086421728983127,0.02287617263384634
2792,NantHealth,NH,YES,,,,,,,6.95,67.0,-53.97701,28.839,-67.779,16.13899,12.585,Medical Info Systems,Medical,12.75,1.6549,11.65,,0.24088044776119402
2795,Natural Health Trends,NHTC,YES,,,,,,,-18.12,49.13,0.60199,12.661,0.31299,0.517,77.551,Consumer Products - Discretionary,Consumer Discretionary,67.74,5.88,7.36,,0.010523101974353756
2800,Nine Energy Service,NINE,YES,0.09,0.13,1.0,0.43,657.59997,161.8,69.82,593.38,47.42499,457.09298,14.39299,66.29,196.725,Oil and Gas - Field Services,Oils-Energy,152.08,4.38,16.35,0.10276179491099839,0.11171593245475075
2801,NIO,NIO,YES,-0.41,-0.51,1.0,-1.36,12107.25488,2722.1101,25.97,7143.27,-2036.88196,6397.46093,-2070.41797,-2110.9209,8575.9082,Automotive - Foreign,Auto-Tires-Trucks,13902.82,8.33,24.08,0.5276341950853327,-0.295511845415335
2802,Niu Technologies,NIU,YES,,,,0.26,,,-20.97,459.4,-9.497,362.30899,-7.17101,-7.17101,291.72299,Automotive - Original Equipment,Auto-Tires-Trucks,285.08,3.71,9.97,,-0.015609512407488028
2805,Nikola,NKLA,YES,-0.25,-0.23,3.0,-1.01,238.13299,26.086,,50.83,-763.56702,155.582,-784.23798,-467.943,436.92599,Automotive - Domestic,Auto-Tires-Trucks,582.52,0.9226,8.05,1.5443425676650122,-9.20603974031084
2806,Nektar Therapeutics,NKTR,YES,-0.23,-0.22,5.0,-0.9,90.52899,21.954,-9.67,92.06,-336.072,21.635,-368.198,-355.168,545.96801,Medical - Drugs,Medical,164.63,0.87,5.14,-0.01677040748668058,-3.8580056484901153
2808,NL Industries,NL,YES,,,,,,,18.32,166.6,40.18199,117.763,33.844,37.777,193.968,Chemical - Specialty,Basic Materials,315.84,6.47,10.54,,0.2267527010804322
2809,The Nautilus Group,NLS,YES,-0.37,-0.26,2.0,-0.84,274.29998,46.54999,6.69,589.53,-26.65,441.07699,-22.431,-13.589,207.28599,Retail - Mail Order,Retail-Wholesale,41.7,1.31,3.36,-0.7651032842370996,-0.023050565704883553
2812,Navios Maritime,NM,YES,,,,,,,-56.4,255.4,3.51999,145.11999,87.30599,168.29699,147.57,Transportation - Shipping,Transportation,29.89,1.88,4.41,,0.6589545418950665
2814,Nouveau Monde Graphite,NMG,YES,-0.05,-0.1,1.0,-0.46,,,,,-42.453,0.0,-36.702,-33.196,56.86199,Mining - Miscellaneous,Basic Materials,250.18,4.12,6.75,,
2817,Nomura,NMR,YES,,,,0.42,10277.42968,,-20.37,12149.53,4064.91503,936.31597,1272.66394,1803.57202,230871.79687,Financial - Investment Bank,Finance,11588.37,3.84,4.17,-0.16734028827515357,0.14844788399222028
2818,Nemaura Medical,NMRD,YES,-0.14,-0.13,1.0,-0.49,4.3,0.6,,0.5,-7.57001,0.344,-13.88701,-13.657,20.08799,Medical - Instruments,Medical,25.43,0.88,3.87,2.151762203259462,-27.314
2819,Newmark Group,NMRK,YES,0.35,0.35,2.0,1.24,2610.85009,673.79998,-6.91,2705.53,185.569,0.0,83.275,614.91302,837.48199,Real Estate - Operations,Finance,1099.66,6.33,13.51,-0.0356219532774619,0.22728005972951693
2820,NeuroOne Medical Technologies Corporation,NMTC,YES,,,,,,,-3.93,0.17,-10.0,0.24199,-10.0,-9.89291,12.17599,Medical Services,Medical,26.02,1.59,2.82,,-58.193588235294115
2822,NN,NNBR,YES,0.04,0.05,2.0,0.04,535.97497,136.44999,4.43,498.74,-16.028,421.10501,-26.098,40.54499,191.69999,Metal Products - Procurement and Fabrication,Industrial Products,47.71,1.09,3.49,0.07200254434148014,0.08129484300437101
2823,Nano Dimension,NNDM,YES,,,,,,,315.83,43.63,-148.56,29.582,-227.42301,-220.14,1064.31799,Nanotechnology,Computer and Technology,524.77,2.47,3.58,,-5.0456108182443264
2826,NanoX Imaging,NNOX,YES,,,,-1.37,,,557.82,8.58,-61.84601,15.458,-105.243,-42.85301,82.46099,Technology Services,Business Services,320.29,6.15,16.25,,-4.994523310023309
2827,NanoViricides,NNVC,YES,,,,,,,,,-8.10191,0.0,-8.10701,-7.3837,14.416,Medical - Drugs,Medical,16.0,1.375,3.65,,
2832,Nokia,NOK,YES,0.1,0.11,3.0,0.46,27326.16992,6416.5,-0.07,26250.79,2505.46093,15476.33007,4477.7998,3763.90405,21352.25976,Wireless Equipment,Computer and Technology,23768.29,4.22,5.33,0.040148764327765166,0.14338250582172957
2834,Inotiv,NOTV,YES,0.23,0.68,1.0,0.16,570.26,147.77,511.19,547.66,-322.745,390.444,-337.01801,28.728,232.977,Medical - Drugs,Medical,147.89,5.77,26.17,0.040437740738553635,0.05245590329766644
2837,Novan,NOVN,YES,-0.23,-0.24,3.0,-0.87,26.142,6.42329,700.61,23.68,-29.859,7.379,-31.31101,-27.89801,42.368,Medical - Drugs,Medical,38.1,1.36,3.03,0.09891240634755517,-1.1781254222972972
2841,Newpark Resources,NR,YES,,,,,,,32.66,815.59,-9.42301,694.05798,-20.834,52.103,425.966,Oil and Gas - Field Services,Oils-Energy,342.72,3.97,4.89,,0.06388381417133608
2844,Nerdy,NRDY,YES,-0.03,-0.09,1.0,-0.18,193.427,46.553,15.64,162.66,-64.37201,49.73199,-35.399,-6.77501,107.65599,Schools,Consumer Discretionary,675.34,4.09,4.18,0.17323804756846795,-0.041651358662240255
2847,Energy Vault,NRGV,YES,-0.18,-0.13,1.0,-0.63,388.5,67.69999,,145.88,-77.87001,86.58,-78.29901,-70.556,390.06698,Alternative Energy - Other,Oils-Energy,219.16,1.55,15.94,0.9795088038672226,-0.4836578009322731
2851,NRx Pharmaceuticals,NRXP,YES,-0.13,-0.11,1.0,-0.55,,,,,-39.75401,0.0,-39.75401,-39.81201,25.795,Medical - Drugs,Medical,42.94,0.6,1.85,,
2857,InspireMD,NSPR,YES,,,,,,,15.04,5.17,-18.463,4.05399,-18.491,-18.303,21.326,Medical - Instruments,Medical,8.12,0.9752,2.87,,-3.540232108317215
2863,Natura & Co Holding,NTCO,YES,-0.02,1.05,1.0,0.47,6975.55615,1725.83496,-5.43,7040.23,953.58801,2548.12695,-553.90998,139.23599,3122.73999,Cosmetics,Consumer Staples,2863.13,4.14,8.91,-0.009228780795021837,0.0197771933587397
2874,NetSol Technologies,NTWK,YES,,,,,,,4.24,57.25,2.46,33.511,-0.85101,2.96129,49.428,Computer - Software,Computer and Technology,29.26,2.59,3.91,,0.05172558951965065
2875,Nu ,NU,YES,0.04,0.04,2.0,0.14,7109.86083,1668.47497,182.22,4792.23,-168.896,1407.89794,-364.57801,239.68099,5845.75585,Technology Services,Business Services,23003.84,4.99,6.92,0.3944868134614698,0.05001450055610854
2881,Nuzee,NUZE,YES,,,,,,,61.34,3.11,-11.792,3.22,-11.79801,-10.74301,10.156,Beverages - Soft drinks,Consumer Staples,6.67,9.6503,66.08,,-3.4543440514469457
2889,Hancock Jaffe Laboratories??,NVNO,YES,,,,-2.01,,,,,-24.66901,0.0,-24.66901,0.52499,39.436,Medical - Instruments,Medical,39.78,4.2,7.82,,
2895,Invitae,NVTA,YES,-0.36,-0.34,6.0,-1.5,504.191,123.387,12.13,516.3,-3094.44996,417.25601,-3106.29297,1950.44799,693.13,Medical Info Systems,Medical,331.07,1.35,8.63,-0.023732827350598392,3.777741603718768
2896,Navitas Semiconductor,NVTS,YES,-0.08,-0.07,2.0,-0.26,75.96499,15.57499,59.85,37.94,50.075,25.996,73.913,-29.69301,142.14799,Electronics - Semiconductors,Computer and Technology,1106.94,6.88,8.25,0.6942666117492822,-0.7826307327358989
2897,Nuvve Holding,NVVE,YES,,,,,4.8,,28.2,5.37,-24.557,4.197,-24.019,-23.72901,31.85,Automotive - Original Equipment,Auto-Tires-Trucks,13.82,0.5519,9.98,-0.11221199060692813,-4.418810055865921
2898,NOVONIX,NVX,YES,,,,,7.8,,56.35,6.11,-51.83001,2.18099,-51.83001,-39.66601,170.75,Electronics - Miscellaneous Products,Computer and Technology,332.3,2.73,17.0,0.24419696051204198,-6.491981996726677
2901,NatWest Group,NWG,YES,,,,1.18,17962.08984,,19.49,19734.39,8365.15527,1439.75195,4439.23388,5494.10693,697473.125,Banks - Foreign,Finance,32761.78,6.83,7.76,-0.09409938217909987,0.2784026732014519
2908,NexGen Energy,NXE,YES,-0.01,-0.01,1.0,-0.07,,,,,-45.32501,0.0,-43.52701,-39.92901,110.90899,Mining - Miscellaneous,Basic Materials,1739.59,3.57,5.37,,
2916,New York Community Bancorp,NYCB,YES,0.33,0.33,8.0,1.21,3047.10693,834.013,33.66,2339.0,1139.0,383.0,650.0,622.0,71755.0,Financial - Savings and Loan,Finance,6159.77,9.02,10.95,0.2644691053203906,0.2659256092347157
2921,"OmniAb, Inc.",OABI,YES,-0.03,-0.01,1.0,0.01,73.57199,13.77499,70.02,59.08,-26.06101,0.0,-22.334,-4.08501,124.94999,Medical - Drugs,Medical,448.47,3.88,10.31,0.21937192498408858,-0.06914370345294515
2922,Outbrain,OB,YES,-0.09,-0.08,1.0,-0.35,234.3,56.29999,-2.32,992.08,-10.948,799.42901,-24.581,3.29999,500.50399,Technology Services,Business Services,213.35,4.17,10.08,-1.443201403680767,0.003326334569792759
2923,Obsidian Energy,OBE,YES,,,,,,,81.17,690.2,468.135,171.22399,623.12902,537.35699,77.151,Oil and Gas - Exploration and Production - Canadian,Oils-Energy,544.94,6.61,11.85,,0.7785525789626194
2924,Oblong,OBLG,YES,-1.2,-0.9,1.0,-3.9,,,-29.24,5.48,-21.92901,3.93,-21.941,9.27,4.872,Internet - Software,Computer and Technology,5.3,2.57,7.95,,1.6916058394160582
2929,OneConnect Financial Technology Co.,OCFT,YES,,,,-2.74,669.20501,,3.58,663.42,-141.616,420.38699,-129.62,-119.251,947.21697,Technology Services,Business Services,198.12,5.08,22.4,0.008682181853385401,-0.17975189171264058
2930,Oriental Culture,OCG,YES,,,,,,,115.61,37.6,11.444,2.42499,11.444,11.79899,36.116,Internet - Commerce,Retail-Wholesale,9.98,0.47,4.08,,0.31380292553191486
2934,Ocular Therapeutix,OCUL,YES,-0.27,-0.26,4.0,-1.03,59.11199,14.44799,18.32,51.49,-64.016,4.53999,-71.03801,-68.92901,129.62699,Medical - Drugs,Medical,498.38,6.43,6.5,0.13804616625789362,-1.338687317925811
2936,OncoCyte,OCX,YES,-0.12,-0.11,1.0,-0.41,3.2,0.69999,-87.6,0.96,-18.535,0.976,-72.90201,5.30399,25.53599,Medical Services,Medical,32.21,0.27,1.28,1.2039728043259361,5.524989583333333
2939,Osisko Development Corp.,ODV,YES,,,,0.26,228.33,,,49.26,,,,-148.03901,,Mining - Gold,Basic Materials,398.66,5.27,7.3,1.5336795582550182,-3.0052580186764106
2941,Orion Energy Systems,OESX,YES,,,,-0.22,101.481,,6.46,124.38,8.32999,90.471,6.091,7.70699,51.249,Building Products - Lighting,Construction,53.2,1.73,2.84,-0.20346980683475913,0.061963257758482077
2945,OFS Capital,OFS,YES,0.36,0.36,1.0,1.44,58.40999,14.71,2.05,48.74,9.439,0.0,-7.586,6.0,17.93899,Financial - SBIC & Commercial Industry,Finance,133.5,9.964,12.83,0.18098688865158205,0.12310217480508821
2947,OrganiGram,OGI,YES,-0.01,-0.01,5.0,-0.04,129.261,32.11199,78.22,111.27,-10.96101,89.815,-11.22901,8.6829,174.24,Medical - Products,Medical,157.01,0.5,1.52,0.14987393598056536,0.07803451064977084
2952,"Orbital Infrastructure Group, Inc.",OIG,YES,,,,,,,288.46,322.22,-239.27601,328.31799,-276.18702,5.98099,102.35199,Real Estate - Operations,Finance,11.17,2.41,56.4,,0.018561821116007696
2955,Oil States International,OIS,YES,0.08,0.11,2.0,0.34,852.29998,210.6,28.71,737.71,6.511,578.55603,-9.54,59.68,462.76199,Oil and Gas - Mechanical and and Equipment,Oils-Energy,500.19,7.78,10.39,0.1443877606180298,0.08089899825134537
2963,Olo,OLO,YES,0.02,0.03,5.0,0.1,213.938,51.462,24.13,185.4,-47.065,57.511,-45.968,19.95599,511.77398,Internet - Software,Computer and Technology,1256.87,7.79,14.05,0.1431706002870897,0.10763748651564185
2965,Olaplex,OLPX,YES,0.07,0.09,7.0,0.28,590.80499,149.95899,17.7,704.27,346.419,184.72099,244.072,362.46398,522.22399,Cosmetics,Consumer Staples,2477.21,3.8,18.06,-0.1756758085630382,0.5146662217615403
2970,Omeros,OMER,YES,,,,-2.31,,,,73.81,-159.327,0.0,47.41699,-173.17701,443.23599,Medical - Products,Medical,355.61,5.66,7.46,,-2.346254030619157
2971,Odyssey Marine Exploration,OMEX,YES,,,,,,,44.95,1.34,-16.79701,0.0,-23.14101,0.39636,3.97499,Transportation - Shipping,Transportation,58.77,3.0,6.05,,0.2957910447761194
2975,Singular Genomics Systems,OMIC,YES,-0.36,-0.36,1.0,-1.44,10.545,1.64999,,0.76,-90.116,0.78899,-90.879,-84.006,268.432,Medical Services,Medical,76.01,1.05,4.73,2.630088659632498,-110.53421052631579
2980,Oncternal Therapeutics,ONCT,YES,-0.17,-0.12,4.0,-0.58,0.75832,0.17666,-65.47,1.49,-44.17,0.0,-44.17,-44.245,67.29,Medical - Drugs,Medical,19.26,0.328,1.56,-0.6754259387947187,-29.69463087248322
2981,Ondas,ONDS,YES,-0.2,-0.15,2.0,-0.7,26.10099,4.0675,-26.87,2.13,-69.48001,1.01699,-73.242,-26.00301,35.80199,Communication - Network Software,Computer and Technology,43.12,0.8788,8.16,2.505851264922433,-12.207985915492959
2983,Orion Office REIT Inc.,ONL,YES,,,,,,,161.03,208.12,-67.09101,61.519,-97.49401,38.23699,21.641,REIT and Equity Trust - Other,Finance,363.62,6.42,13.63,,0.18372568710359408
2985,ON24,ONTF,YES,0.0,0.0,4.0,-0.05,166.80299,41.52999,-6.26,190.87,-57.06901,52.78499,-58.20801,3.509,391.29501,Internet - Software,Computer and Technology,421.65,8.89,13.73,-0.13477915261834494,0.018384240582595482
2987,Onconova Therapeutics,ONTX,YES,-0.28,-0.28,1.0,-1.15,0.2,0.05999,0.0,0.23,-18.96401,0.0,-18.96401,-18.95001,39.347,Medical - Drugs,Medical,22.86,1.09,1.45,-0.13976194237515874,-82.39134782608694
2990,Offerpad Solutions,OPAD,YES,-0.09,-0.05,3.0,-0.47,1630.17297,358.01,90.89,3952.31,-102.26301,3769.89208,-148.61301,-144.64301,814.17901,Real Estate - Operations,Finance,115.95,0.4695,5.52,-0.8856140923516865,-0.03659708120061433
2991,OPAL FUELS INC,OPAL,YES,-0.01,0.0,2.0,0.07,325.95001,74.16999,41.78,235.53,39.219,172.04699,11.32299,27.051,211.983,Alternative Energy - Other,Oils-Energy,1292.05,7.51,11.5,0.3249057321718262,0.11485161125971213
2992,OP Bancorp,OPBK,YES,,,,1.61,,,32.0,105.83,46.81499,11.21,33.31,35.52,1793.53796,Banks - Southwest,Finance,138.55,9.03,13.73,,0.3356326183501843
2994,Opendoor Technologies,OPEN,YES,-0.55,-0.22,2.0,-1.63,9373.375,2475.69189,94.08,15567.0,-966.0,14900.0,-1353.0,-424.0,6466.0,Technology Services,Business Services,989.54,1.54,8.02,-0.5072800655545294,-0.027237104130532538
2995,OppFi,OPFI,YES,0.04,0.1,1.0,0.27,504.94,121.73999,29.18,452.86,38.22499,58.29399,7.098,21.39399,513.65802,Financial Transaction Services,Business Services,217.38,1.98,3.67,0.10885658339110565,0.0472419511548823
2996,Office Properties Income Trust,OPI,YES,1.11,1.08,2.0,4.36,540.36798,135.21899,-3.85,554.28,101.15,84.84899,-6.10901,227.688,153.01699,REIT and Equity Trust - Residential,Finance,337.04,6.94,24.92,-0.025419622305589137,0.41078155444901493
2997,OPKO Health,OPK,YES,-0.07,-0.07,5.0,-0.29,767.31201,185.81399,-43.42,1004.2,-379.465,715.97698,-328.405,-147.38401,394.52499,Medical - Instruments,Medical,1170.57,1.515,3.2,-0.26905297225224045,-0.14676758613821947
2999,Oportun Financial,OPRT,YES,-0.04,0.2,2.0,-1.05,994.43499,246.32499,51.96,952.5,-75.28601,0.0,-77.74401,225.40499,3379.26611,Financial - Miscellaneous Services,Finance,125.32,3.75,12.74,0.04308461962406148,0.23664565879265093
3001,OptiNose,OPTN,YES,-0.11,-0.12,1.0,-0.38,63.93,17.0,2.18,76.28,-57.99001,9.26299,-74.83301,-71.98301,140.48399,Medical - Drugs,Medical,209.09,1.87,4.02,-0.17662204595358294,-0.9436681961195594
3002,Ocean Power Technologies,OPTT,YES,,,,,,,45.85,1.76,-20.69701,1.86,-18.87401,-18.30101,59.304,Alternative Energy - Other,Oils-Energy,29.49,0.5246,1.45,,-10.398301136363637
3010,Origin Materials,ORGN,YES,-0.12,-0.13,1.0,-0.46,53.7,9.19999,,,78.569,0.0,78.569,-27.12001,331.49899,Biofuels,Oils-Energy,575.26,4.02,7.7,,
3011,Organogenesis,ORGO,YES,,,,,,,-3.67,450.89,22.291,105.01899,15.53199,33.56299,222.60899,Medical - Drugs,Medical,271.54,2.07,7.37,,0.07443720197830957
3015,Orla Mining,ORLA,YES,0.01,0.01,1.0,0.06,,,4623.29,193.23,87.288,50.416,45.77,72.357,132.86199,Mining - Gold,Basic Materials,1447.35,4.7,4.89,,0.3744604875019407
3017,Oramed Pharmaceuticals,ORMP,YES,-0.2,-0.19,2.0,-0.77,1.50999,0.75,0.0,2.7,-36.84401,0.0,-36.56101,-36.503,157.10899,Medical - Products,Medical,91.5,2.3,13.1,-0.5811487447219358,-13.519629629629629
3018,Orion Group,ORN,YES,-0.06,0.01,3.0,-0.03,755.25,187.43099,24.44,748.32,-7.72701,697.58001,-12.61201,22.18499,220.337,Building Products - Heavy Construction,Construction,75.36,2.43,3.27,0.00921812628920526,0.029646394590549494
